Date,Headline,Link,Rating
16/9/21,S&amp;P Global Platts: SAUDI DATA: July crude oil exports hit six-month high as crude burn stays elevated,https://www.spglobal.com/platts/en/market-insights/latest-news/oil/091621-saudi-data-july-crude-oil-exports-hit-six-month-high-as-crude-burn-stays-elevated,8
10/9/21,Argus: UK's economic growth slows in July,https://www.argusmedia.com/en/news/2252765-uks-economic-growth-slows-in-july,4
20/8/21,ENB: June Saudi oil exports hit Jan 2021 highs,https://www.energynewsbulletin.net/outlook-analysis/news/1416217/june-saudi-oil-exports-hit-jan-2021-highs,7
19/8/21,OilPrice.com: Saudi Arabia Raised June Crude Oil Exports To Five-Month High,https://oilprice.com/Latest-Energy-News/World-News/Saudi-Arabia-Raised-June-Crude-Oil-Exports-To-Five-Month-High.html,7
19/8/21,Arab News: Saudi crude shipments rose in June hit highest in 2021 on signs of global economic recovery,https://www.arabnews.com/node/1913731/business-economy,8
19/8/21,S&amp;P Global Platts: SAUDI DATA: Crude exports for second month in June as output cuts unwind,https://www.spglobal.com/platts/en/market-insights/latest-news/oil/081921-saudi-data-crude-exports-for-second-month-in-june-as-output-cuts-unwind,7
9/8/21,"Argus: US, UK, and Canada fortify Belarus sanctions effort",https://www.argusmedia.com/en/news/2242540-us-uk-and-canada-fortify-belarus-sanctions-effort,5
30/7/21,Argus: Saudi Arabia to lift ban on vaccinated tourists,https://www.argusmedia.com/en/news/2239421-saudi-arabia-to-lift-ban-on-vaccinated-tourists,7
19/7/21,Argus: Covid-19 restrictions ease in England,https://www.argusmedia.com/en/news/2235435-covid19-restrictions-ease-in-england,6
19/7/21,OilPrice.com: Saudi Arabia Boosted Crude Oil Exports To 4-Month High In May,https://oilprice.com/Latest-Energy-News/World-News/Saudi-Arabia-Boosted-Crude-Oil-Exports-To-4-Month-High-In-May.html,7
19/7/21,Mubasher: Saudi Arabia's crude oil exports hit four-month high in May,https://english.mubasher.info/news/3832473/Saudi-Arabia-s-crude-oil-exports-hit-four-month-high-in-May,7
19/7/21,Reuters: Saudi Arabian crude oil exports hit four-month high in May,https://www.reuters.com/business/energy/saudi-arabian-crude-oil-exports-hit-four-month-high-may-2021-07-19/,8
14/7/21,Argus: Bahrain bans air passenger arrivals from 16 countries,https://www.argusmedia.com/en/news/2234001-bahrain-bans-air-passenger-arrivals-from-16-countries,2
11/7/21,Argus: Saudi caps gasoline prices as domestic demand struggles,https://www.argusmedia.com/en/news/2233166-saudi-caps-gasoline-prices-as-domestic-demand-struggles,6
9/7/21,"Argus: Opec+ adds 610,000 b/d as Riyadh unwinds cut",https://www.argusmedia.com/en/news/2232821-opec-adds-610000-bd-as-riyadh-unwinds-cut,7
4/7/21,"Argus: Saudi suspends flights to UAE, Ethiopia and Vietnam",https://www.argusmedia.com/en/news/2231041-saudi-suspends-flights-to-uae-ethiopia-and-vietnam,2
17/6/21,S&amp;P Global Platts: SAUDI DATA: April crude exports fall to lowest since June 2020: JODI,https://www.spglobal.com/platts/en/market-insights/latest-news/oil/061721-saudi-data-april-crude-exports-fall-to-lowest-since-june-2020-jodi,3
13/6/21,Argus: Saudi Arabia to hold downsized Hajj pilgrimage again,https://www.argusmedia.com/en/news/2224370-saudi-arabia-to-hold-downsized-hajj-pilgrimage-again,4
11/6/21,Argus: Aramco gives full term crude to Asian buyers,https://www.argusmedia.com/en/news/2223989-aramco-gives-full-term-crude-to-asian-buyers-update,7
30/5/21,Argus: Saudi Arabia lifts entry ban from 11 countries,https://www.argusmedia.com/en/news/2220010-saudi-arabia-lifts-entry-ban-from-11-countries,6
11/5/21,"S&amp;P Global Platts: Saudi Arabia may turn to gas, import more fuel oil for power as OPEC+ cuts ease",https://www.spglobal.com/platts/en/market-insights/latest-news/oil/051121-saudi-arabia-may-turn-to-gas-import-more-fuel-oil-for-power-as-opec-cuts-ease,6
9/5/21,Bloomberg: Refined Oil Outsourcing Is Going to a Whole New Level,https://www.bloombergquint.com/gadfly/refined-oil-outsourcing-is-going-to-a-whole-new-level,6
20/4/21,Business Post: Oil Market Reacts to Looming Libyan Supply Disruption,https://businesspost.ng/economy/oil-market-reacts-to-looming-libyan-supply-disruption/,5
20/4/21,Arabian Business: IEF reveals global oil demand shortfall in March amid 'stagnant' last-mile recovery,https://www.arabianbusiness.com/energy/462288-ief-reveals-global-oil-demand-shortfall-in-march-amid-stagnant-last-mile-recovery,4
20/4/21,Reuters: Mideast Stocks Ex-dividend stocks hit Dubai as Gulf markets mixed,https://www.reuters.com/world/middle-east/mideast-stocks-ex-dividend-stocks-hit-dubai-gulf-markets-mixed-2021-04-20/,4
20/4/21,"Reuters: Oil hits $68 on Libya force majeure, although pandemic surge weighs",https://www.reuters.com/world/middle-east/oil-prices-rise-weaker-dollar-likely-drawdown-us-stocks-2021-04-20/,6
19/4/21,"S&amp;P Global Platts: Saudi crude stock draws continue, exports fall due to production cut",https://www.spglobal.com/platts/en/market-insights/latest-news/oil/041921-saudi-crude-stock-draws-continue-exports-fall-due-to-production-cut,4
19/4/21,Reuters: Saudi crude exports drop to eight-month low in February,https://www.reuters.com/article/saudi-crude-jodi-idAFL8N2MC3M3,4
16/4/21,Argus: Refiner Essar Oil UK in talks with finance providers,https://www.argusmedia.com/en/news/2206239-refiner-essar-oil-uk-in-talks-with-finance-providers,5
15/4/21,S&amp;P Global Platts: Fuel oil premium hits record high in Fujairah ahead of big A/C power demand season,https://www.spglobal.com/platts/en/market-insights/latest-news/oil/041521-fuel-oil-premium-hits-record-high-in-fujairah-ahead-of-big-ac-power-demand-season,7
7/4/21,Emirates News Agency: Oil product inventories at UAE's Port of Fujairah climb to five-week high,http://wam.ae/en/details/1395302925088,4
20/3/21,RT: Saudi Arabia boosted crude oil exports in January,https://www.rt.com/business/518603-saudi-arabia-boosted-crude-oil/,7
10/3/21,"Reuters: Despite pledged cut, Saudi Feb oil exports post only small drop -trackers",https://www.reuters.com/article/oil-saudi-idUSL8N2L82XT,5
14/2/21,Argus: Saudi Arabia extends Covid measures by another 20 days,https://www.argusmedia.com/en/news/2186868-saudi-arabia-extends-covid-measures-by-another-20-days,2
12/2/21,Argus: UK economy shrank by record 9.9pc in 2020,https://www.argusmedia.com/en/news/2186434-uk-economy-shrank-by-record-99pc-in-2020,2
7/2/21,Argus: Bahrain implements stricter Covid-related measures,https://www.argusmedia.com/en/news/2184701-bahrain-implements-stricter-covidrelated-measures,2
20/1/21,Reuters: Saudi crude exports scale seven-month peak in November 2020,https://finance.yahoo.com/news/saudi-crude-exports-scale-seven-144331924.html,7
20/1/21,S&amp;P Global Platts: Rising Saudi crude exports leaves domestic stocks at 17-year low,https://www.spglobal.com/platts/en/market-insights/latest-news/oil/012021-rising-saudi-crude-exports-leaves-domestic-stocks-at-17-year-low,5
20/1/21,UrduPoint: Russia Holds Position As World's Second-Largest Crude Oil Producer In November - JODI,https://www.urdupoint.com/en/business/russia-holds-position-as-worlds-second-large-1146560.html,5
10/1/21,Argus: Saudi Arabia to lift all travel curbs from 31 March,https://www.argusmedia.com/en/news/2175597-saudi-arabia-to-lift-all-travel-curbs-from-31-march,6
7/1/21,Bloomberg: The Real Price of Saudi Arabia’s Surprise Oil Cuts,https://www.bloomberg.com/opinion/articles/2021-01-07/opec-the-real-price-of-saudi-arabia-s-oil-cuts,7
4/1/21,Argus: UK tightens Covid restrictions in England again,https://www.argusmedia.com/en/news/2173896-uk-tightens-covid-restrictions-in-england-again,2
28/12/20,Argus: Saudi Arabia to keep borders closed for one more week,https://www.argusmedia.com/en/news/2172499-saudi-arabia-to-keep-borders-closed-for-one-more-week,3
18/12/20,Business Post Nigeria: Global Oil Sector Needs Sustainable $12.6trn Investment—OPEC,https://businesspost.ng/economy/global-oil-sector-needs-sustainable-12-6trn-investment-opec/,7
17/12/20,Mubasher: Saudi oil exports hit five-month high in October,https://english.mubasher.info/news/3735086/Saudi-oil-exports-hit-five-month-high-in-October/,7
24/11/20,Argus: UK to relax quarantine rules with new testing system,https://www.argusmedia.com/en/news/2162738-uk-to-relax-quarantine-rules-with-new-testing-system,5
20/11/20,S&amp;P Global Platts: REFINERY NEWS ROUNDUP: Maintenance largely finished in Middle East,https://www.spglobal.com/platts/en/market-insights/latest-news/oil/112020-refinery-news-roundup-maintenance-largely-finished-in-middle-east,6
18/11/20,Reuters: Saudi crude exports rise to 6.07 million bpd in September: JODI,https://www.reuters.com/article/saudi-oil-jodi-int-idUSKBN27Y1JD,8
18/11/20,UrduPoint: Russia Holds Position As World's Second-Largest Crude Oil Producer In September - JODI,https://www.urdupoint.com/en/business/russia-holds-position-as-worlds-second-large-1089807.html,6
18/11/20,Mubasher: Saudi oil exports rise to 7.09m b/d in September,https://english.mubasher.info/news/3724713/Saudi-oil-exports-rise-to-7-09m-b-d-in-September/,7
15/11/20,Argus: Austria to tighten lockdown as Covid-19 cases soar,https://www.argusmedia.com/en/news/2160107-austria-to-tighten-lockdown-as-covid19-cases-soar,2
5/11/20,OilPrice.com: China's Crude Oil Imports Sink In October,https://oilprice.com/Energy/Crude-Oil/Chinas-Crude-Oil-Imports-Sink-In-October.html,4
4/11/20,OilPrice.com: China’s Oil Imports Are Falling From Record Highs,https://oilprice.com/Energy/Energy-General/Chinas-Oil-Imports-Are-Falling-From-Record-Highs.html,4
4/11/20,OilPrice.com: Saudi Gas Production Jumps To Record,https://oilprice.com/Latest-Energy-News/World-News/Saudi-Gas-Production-Jumps-To-Record.html,7
3/11/20,Bloomberg: Saudi Arabia's Gas Push Pays Off as Production Hits Record,https://www.bloomberg.com/news/articles/2020-11-03/saudi-arabia-s-gas-push-pays-off-as-production-hits-record,7
26/10/20,Argus: Saudi Arabia to resume full Umrah next month,https://www.argusmedia.com/en/news/2153500-saudi-arabia-to-resume-full-umrah-next-month,6
25/10/20,Argus: Saudi Arabian Airlines to resume flights to 33 cities,https://www.argusmedia.com/en/news/2153428-saudi-arabian-airlines-to-resume-flights-to-33-cities,6
20/10/20,Mubasher: Saudi oil exports hit 6.98m b/d in August - JODI,https://english.mubasher.info/news/3709604/Saudi-oil-exports-hit-6-98m-b-d-in-August-JODI,7
19/10/20,UrduPoint: Russia Retains Position As World's Second-Largest Crude Oil Producer In August - JODI,https://www.urdupoint.com/en/business/russia-retains-position-as-worlds-second-lar-1061292.html,6
1/10/20,Bloomberg: Saudi Crude Exports Surge to Four-Month High in September,https://www.bloombergquint.com/global-economics/saudi-crude-exports-surge-to-four-month-high-in-september,8
28/9/20,"ANTARA News: Indonesia asks G20 to ensure energy market stability, affordability",https://en.antaranews.com/news/157705/indonesia-asks-g20-to-ensure-energy-market-stability-affordability,7
20/9/20,Argus: Saudi gasoline stocks fall to multi-year lows,https://www.argusmedia.com/en/news/2142928-saudi-gasoline-stocks-fall-to-multiyear-lows,6
17/9/20,Mubasher: Saudi oil exports jump to 6.636 mbpd in July - JODI,https://english.mubasher.info/news/3696731/Saudi-oil-exports-jump-to-6-636-mbpd-in-July-JODI/,7
17/9/20,OilPrice.com: Saudi Oil Exports Rose In July From Record Lows,https://oilprice.com/Latest-Energy-News/World-News/Saudi-Oil-Exports-Rose-In-July-From-Record-Lows.html,7
17/9/20,OilPrice.com: U.S Keeps Top Crude Oil Producer Status,https://oilprice.com/Energy/Crude-Oil/US-Keeps-Top-Crude-Oil-Producer-Status.html,6
17/9/20,Pipeline Oil &amp; Gas News: The IEF is looking to shine a light on the new energy landscape,https://www.pipelineoilandgasnews.com/interviewsfeatures/interviews/2020/september/the-ief-is-looking-to-shine-a-light-on-the-new-energy-landscape/,6
17/9/20,Reuters: Saudi Arabia crude exports rebound in July from historic lows,https://uk.reuters.com/article/us-saudi-oil-jodi/saudi-arabia-crude-exports-rebound-in-july-from-historic-lows-idUKKBN2681S1,7
14/9/20,"The Daily: OPEC hits 60 years, counts feats and looks ahead",https://www.thedaily-ng.com/opec-hits-60-years-counts-feats-and-looks/,6
9/9/20,"Bloomberg: It’s a Race Against Heat, and Humanity Is Losing",https://www.bloomberg.com/graphics/2020-race-against-heat/,3
27/8/20,Argus: Iraq looks to floating storage for excess fuel oil,https://www.argusmedia.com/en/news/2136191-iraq-looks-to-floating-storage-for-excess-fuel-oil,5
27/8/20,GECF: GECF organises webinars on data and statistics for Russian and Bolivian experts,https://www.gecf.org/events/gecf-organises-webinars-on-data-and-statistics-for-russian-and-bolivian-experts,7
21/8/20,OilPrice.com: Russia Overtakes Saudi Arabia To Become Second Largest Oil Producer,https://oilprice.com/Energy/Energy-General/Russia-Overtakes-Saudi-Arabia-To-Become-Second-Largest-Oil-Producer.html,4
21/8/20,OilPrice.com: Saudi Arabia's Crude Oil Exports Dip To Record Low In June,https://oilprice.com/Latest-Energy-News/World-News/Saudi-Arabias-Crude-Oil-Exports-Dip-To-Record-Low-In-June.html,2
21/8/20,S&amp;P Global Platts: Dubai futures spreads rangebound after early-week uptick on more spot buying,https://www.spglobal.com/platts/en/market-insights/latest-news/oil/082120-dubai-futures-spreads-rangebound-after-early-week-uptick-on-more-spot-buying,5
20/8/20,S&amp;P Global Platts: SAUDI DATA: June crude exports slump to record levels as output hits 17-year low,https://www.spglobal.com/platts/en/market-insights/latest-news/oil/082020-saudi-data-june-crude-exports-slump-to-record-levels-as-output-hits-17-year-low,2
12/8/20,Argus: UK GDP contracted at record 20.4pc in 2Q,https://www.argusmedia.com/en/news/2131583-uk-gdp-contracted-at-record-204pc-in-2q,2
23/7/20,Argus: Mideast Gulf gasoline demand on road to recovery,https://www.argusmedia.com/en/news/2125716-mideast-gulf-gasoline-demand-on-road-to-recovery,6
21/7/20,Bloomberg: Saudis Stuck Home for Summer Burn More Oil for Air Conditioners,https://www.bloomberg.com/news/articles/2020-07-21/saudis-stuck-home-for-summer-burn-oil-to-power-air-conditioners,5
17/7/20,MEMO: Report: Saudi Arabia oil exports drop 41.2% in May,https://www.middleeastmonitor.com/20200717-report-saudi-arabia-oil-exports-drop-41-2-in-may/,2
17/7/20,UrduPoint: Russia Back As Second-Largest Oil Producer In May - JODI,https://www.urdupoint.com/en/business/russia-back-as-second-largest-oil-producer-in-976471.html,4
16/7/20,S&amp;P Global Platts: SAUDI DATA: May crude oil exports plunge to 9-year low as OPEC+ cuts begin,https://www.spglobal.com/platts/en/market-insights/latest-news/oil/071620-saudi-data-may-crude-oil-exports-plunge-to-9-year-low-as-opec-cuts-begin,3
16/7/20,Mubasher: Saudi oil exports drop 3.86m bpd in May,https://english.mubasher.info/news/3669231/Saudi-oil-exports-drop-3-86m-bpd-in-May/,2
25/6/20,OilPrice.com: Saudi Arabia’s Oil Price War Cost The Kingdom $12 Billion In One Month,https://oilprice.com/Energy/Crude-Oil/Saudi-Arabias-Oil-Price-War-Cost-The-Kingdom-12-Billion-In-One-Month.html,2
22/6/20,Mubasher: Egypt’s daily oil output falls to lowest level since July 2009,https://english.mubasher.info/news/3657644/Egypt-s-daily-oil-output-falls-to-lowest-level-since-July-2009,2
21/6/20,Argus: Saudi Arabia lifts nationwide Covid-19 curfew,https://www.argusmedia.com/en/news/2116403-saudi-arabia-lifts-nationwide-covid19-curfew,4
18/6/20,UrduPoint: Russia Falls To 3rd Place In Oil Production For 1st Time Since 2018- Joint Data Initiative,https://www.urdupoint.com/en/business/russia-falls-to-3rd-place-in-oil-production-f-951260.html,4
15/6/20,"Gulf Times: GECF, OLADE organise virtual workshop on data and statistics",https://www.gulf-times.com/story/665672/GECF-OLADE-organise-virtual-workshop-on-data-and-statistics,6
7/6/20,Argus: Saudi Arabia reinstates lockdown in Jeddah,https://www.argusmedia.com/en/news/2112218-saudi-arabia-reinstates-lockdown-in-jeddah,3
7/6/20,"The National: With Opec+ extension into July, flexibility will be key in the future",https://www.thenational.ae/business/comment/with-opec-extension-into-july-flexibility-will-be-key-in-the-future-1.1030006,6
23/4/20,Mubasher: Egypt’s daily oil output hits lowest level since October 2019,https://english.mubasher.info/news/3630851/Egypt-s-daily-oil-output-hits-lowest-level-since-October-2019/,2
22/4/20,Argus: Sonatrach offers spot LNG cargoes as exports slow,https://www.argusmedia.com/en/news/2098570-sonatrach-offers-spot-lng-cargoes-as-exports-slow,4
20/4/20,Reuters: Saudi Arabia crude exports fall to 7.278mln bpd in Feb,https://www.zawya.com/mena/en/markets/story/Saudi_Arabia_crude_exports_fall_to_7278mln_bpd_in_Feb-TR20200420nFWN2C810CX3/,3
7/4/20,Argus: Saudi Arabia imposes 24-hour a day curfew,https://www.argusmedia.com/en/news/2094281-saudi-arabia-imposes-24hour-a-day-curfew,3
5/4/20,Bloomberg: How Saudi Arabia Can Save the Global Oil Industry,https://www.bloomberg.com/opinion/articles/2020-04-05/how-saudi-arabia-can-save-oil-industry-from-single-digit-prices,5
1/4/20,"Bloomberg: For Saudi Arabia and Oil, April May Be the Cruelest Month",https://www.bloomberg.com/opinion/articles/2020-04-01/saudi-arabia-oil-strategy-faces-a-critical-test-in-april,2
25/3/20,Emirates News Agency: Fujairah oil product stocks sink 9% at tail end of refinery works,http://wam.ae/en/details/1395302832813,4
25/3/20,Lloyd's List: Coronavirus and shipping briefing: Tanker rates collapse while the outlook weakens for containers,https://lloydslist.maritimeintelligence.informa.com/LL1131673/Coronavirus-and-shipping-briefing-Tanker-rates-collapse-while-the-outlook-weakens-for-containers,4
18/3/20,S&amp;P Global Platts: SAUDI DATA: Saudi Arabia dips into crude stockpiles as exports decline,https://www.spglobal.com/platts/en/market-insights/latest-news/oil/031820-saudi-data-saudi-arabia-dips-into-crude-stockpiles-as-exports-decline,4
18/3/20,Reuters: UPDATE 1-Saudi crude exports fall to 7.29 mln bpd in January -JODI,https://uk.reuters.com/article/saudi-oil-exports-idAFL8N2BB5EI,3
24/2/20,Tech.eu: London-based OilX raises $2.2 million to analyse supply and demand of the global oil market,https://tech.eu/brief/oilx-2-million/,7
19/2/20,Reuters: Aramco Trading locks in long-term deal for Kuwaiti oil supply,https://uk.reuters.com/article/uk-saudi-aramco-oil-trade/aramco-trading-locks-in-long-term-deal-for-kuwaiti-oil-supply-idUKKBN20D042,6
19/2/20,Hellenic Shipping News: Saudi Arabia’s crude oil stockpiles fall in Dec – JODI data,https://www.hellenicshippingnews.com/saudi-arabias-crude-oil-stockpiles-fall-in-dec-jodi-data/,5
19/2/20,"Natural Gas World: Daily Digest: February 19th, 2020",https://www.naturalgasworld.com/natural-gas-news-daily-digest-february-19th-2020-76677,3
19/2/20,Oil &amp; Gas Middle East: Saudi's crude oil stockpiles shrunk in December – new data,https://www.oilandgasmiddleeast.com/drilling-production/36210-saudis-crude-oil-stockpiles-shrunk-in-december-new-data,4
18/2/20,OilPrice.com: Saudi Arabia’s Oil Exports Dropped 11% In 2019,https://oilprice.com/Energy/Energy-General/Saudi-Arabias-Oil-Exports-Drop-11-In-2019.html,3
18/2/20,Mubasher: Saudi oil exports down 10.75% in 2019,https://english.mubasher.info/news/3589302/Saudi-oil-exports-down-10-75-in-2019/,3
18/2/20,Asharq Al-Awsat: Saudi Arabia Crude Exports Unchanged at 7.37mln bpd in December 2019,https://aawsat.com/english/home/article/2137311/saudi-arabia-crude-exports-unchanged-737mln-bpd-december-2019,5
18/2/20,Reuters: Saudi Arabia's crude oil stockpiles fall in Dec - JODI data,https://www.reuters.com/article/saudi-oil-stockpiles/saudi-arabias-crude-oil-stockpiles-fall-in-dec-jodi-data-idUSL8N2AI1O8,5
17/2/20,"S&amp;P Global Platts: Watch: Market Movers Europe, Feb 17-21: Coronavirus exerts pressure on oil, LNG, ethylene;...",https://www.spglobal.com/platts/en/market-insights/videos/market-movers-europe/021720-coronavirus-covid19-pressure-oil-lng-ethylene-nuclear-reactor-closure,3
17/2/20,S&amp;P Global Platts: SAUDI DATA: Crude exports stable in Dec as kingdom dips into stocks,https://www.spglobal.com/platts/en/market-insights/latest-news/oil/021720-saudi-data-crude-exports-stable-in-dec-as-kingdom-dips-into-stocks,4
22/1/20,Hellenic Shipping News: Saudi crude exports rise 4.4% in November 2019-JODI,https://www.hellenicshippingnews.com/saudi-crude-exports-rise-4-4-in-november-2019-jodi/,6
20/1/20,Mubasher: Saudi oil exports down 10.5% in November,https://english.mubasher.info/news/3583291/Saudi-oil-exports-down-10-5-in-November/,3
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,